3	7	1	100	100	100	100	0.9999	0.0027	0.02
7	10	1	100	100	100	100	0.9999	0.0027	0.01
10	7000	1	100	100	100	100	0.9999	0.0027	0.002
7000	999999999	1	100	100	100	100	0.9999	0.0027	0.002
3	7	2	100	100	100	100	1.0006	0.0013	0.02
7	10	2	100	100	100	100	1.0006	0.0013	0.01
10	7000	2	100	100	100	100	1.0006	0.0013	0.002
7000	999999999	2	100	100	100	100	1.0006	0.0013	0.002
3	7	3	100	100	100	100	1.0002	0.0024	0.02
7	10	3	100	100	100	100	1.0002	0.0024	0.01
10	7000	3	100	100	100	100	1.0002	0.0024	0.002
7000	999999999	3	100	100	100	100	1.0002	0.0024	0.002
3	7	4	100	100	100	100	1.0043	0.0019	0.02
7	10	4	100	100	100	100	1.0043	0.0019	0.01
10	7000	4	100	100	100	100	1.0043	0.0019	0.002
7000	999999999	4	100	100	100	100	1.0043	0.0019	0.002
3	7	5	100	100	100	100	1.0013	0.0011	0.02
7	10	5	100	100	100	100	1.0013	0.0011	0.01
10	7000	5	100	100	100	100	1.0013	0.0011	0.002
7000	999999999	5	100	100	100	100	1.0013	0.0011	0.002
3	7	6	100	100	100	100	0.9977	0.0011	0.02
7	10	6	100	100	100	100	0.9977	0.0011	0.01
10	7000	6	100	100	100	100	0.9977	0.0011	0.002
7000	999999999	6	100	100	100	100	0.9977	0.0011	0.002
3	7	7	100	100	100	100	0.9983	0.0009	0.02
7	10	7	100	100	100	100	0.9983	0.0009	0.01
10	7000	7	100	100	100	100	0.9983	0.0009	0.002
7000	999999999	7	100	100	100	100	0.9983	0.0009	0.002
3	7	8	100	100	100	100	1.0013	0.0013	0.02
7	10	8	100	100	100	100	1.0013	0.0013	0.01
10	7000	8	100	100	100	100	1.0013	0.0013	0.002
7000	999999999	8	100	100	100	100	1.0013	0.0013	0.002
3	7	9	100	100	100	100	0.9957	0.0024	0.02
7	10	9	100	100	100	100	0.9957	0.0024	0.01
10	7000	9	100	100	100	100	0.9957	0.0024	0.002
7000	999999999	9	100	100	100	100	0.9957	0.0024	0.002
3	7	10	100	100	100	100	0.9955	0.0017	0.02
7	10	10	100	100	100	100	0.9955	0.0017	0.01
10	7000	10	100	100	100	100	0.9955	0.0017	0.002
7000	999999999	10	100	100	100	100	0.9955	0.0017	0.002
3	7	-1	100	100	100	100	1.0019	0.0028	0.02
7	10	-1	100	100	100	100	1.0019	0.0028	0.01
10	7000	-1	100	100	100	100	1.0019	0.0028	0.002
7000	999999999	-1	100	100	100	100	1.0019	0.0028	0.002
3	7	-2	100	100	100	100	1.0027	0.0012	0.02
7	10	-2	100	100	100	100	1.0027	0.0012	0.01
10	7000	-2	100	100	100	100	1.0027	0.0012	0.002
7000	999999999	-2	100	100	100	100	1.0027	0.0012	0.002
3	7	-3	100	100	100	100	1.0053	0.0024	0.02
7	10	-3	100	100	100	100	1.0053	0.0024	0.01
10	7000	-3	100	100	100	100	1.0053	0.0024	0.002
7000	999999999	-3	100	100	100	100	1.0053	0.0024	0.002
3	7	-4	100	100	100	100	1.0038	0.0018	0.02
7	10	-4	100	100	100	100	1.0038	0.0018	0.01
10	7000	-4	100	100	100	100	1.0038	0.0018	0.002
7000	999999999	-4	100	100	100	100	1.0038	0.0018	0.002
3	7	-5	100	100	100	100	1.0004	0.0011	0.02
7	10	-5	100	100	100	100	1.0004	0.0011	0.01
10	7000	-5	100	100	100	100	1.0004	0.0011	0.002
7000	999999999	-5	100	100	100	100	1.0004	0.0011	0.002
3	7	-6	100	100	100	100	1.0015	0.0009	0.02
7	10	-6	100	100	100	100	1.0015	0.0009	0.01
10	7000	-6	100	100	100	100	1.0015	0.0009	0.002
7000	999999999	-6	100	100	100	100	1.0015	0.0009	0.002
3	7	-7	100	100	100	100	1.0003	0.0008	0.02
7	10	-7	100	100	100	100	1.0003	0.0008	0.01
10	7000	-7	100	100	100	100	1.0003	0.0008	0.002
7000	999999999	-7	100	100	100	100	1.0003	0.0008	0.002
3	7	-8	100	100	100	100	0.9992	0.0017	0.02
7	10	-8	100	100	100	100	0.9992	0.0017	0.01
10	7000	-8	100	100	100	100	0.9992	0.0017	0.002
7000	999999999	-8	100	100	100	100	0.9992	0.0017	0.002
3	7	-9	100	100	100	100	0.9922	0.0026	0.02
7	10	-9	100	100	100	100	0.9922	0.0026	0.01
10	7000	-9	100	100	100	100	0.9922	0.0026	0.002
7000	999999999	-9	100	100	100	100	0.9922	0.0026	0.002
3	7	-10	100	100	100	100	0.9974	0.0015	0.02
7	10	-10	100	100	100	100	0.9974	0.0015	0.01
10	7000	-10	100	100	100	100	0.9974	0.0015	0.002
7000	999999999	-10	100	100	100	100	0.9974	0.0015	0.002
